City,Strategy,Weather event,Community system,Category,Specific Impact/Sector
Fairbanks,"Create, fund, and staff public education programs relating to: a. Public information/education to prepare for expected air quality. b. Forest fire awareness and control programs such as Fire Wise on individual, local and state levels. c. Water pollutants and disease related to water borne vectors d. Hazards from venomous and other insects e. Winter travel advisories as needed for safe river, road and air travel",,,education and outreach;funding,
Fairbanks,Continue public education programs (K‐12 and adults) related to climate change impacts and adaptation and the need for energy conservation and efficiency and sustainable/green jobs.,,,"education, energy",
Fairbanks,"Educate the public on proper choice, installation, and use of, wood burning stoves and furnaces.",,,"education, energy",
Fairbanks,"Conduct energy rating on every publicly owned or leased building;implement the advice gained, one building at a time. Local governments should actively pursue energy retrofits for all buildings in their jurisdictions to reduce energy consumption. (Expect to reduce energy use by 25‐50%. Upfront costs are moderate to high, but in most cases will be repaid with the savings on energy consumption).",,,energy,
Fairbanks,"For non‐transportation lighting (commercial, yard lights, recreational lighting, ski trails, etc.), reduce consumption through planning or building requirements. Rebates for most efficient lighting could be offered. Incorporate into GVEA program",,,energy,
Fairbanks,Install occupancy or motion sensor lights in all public buildings. Reduce unnecessary lights at night to the extent possible for safety.,,,energy,
Fairbanks,"Program all Borough computers and similar electronics to shut down after 20 minutes of non‐use. The Municipality of Anchorage saves $40,000 annually with this practice (Randy Virgin, Economic and Community Development, Municipality of Anchorage).",,,energy,
Fairbanks,Replace street lights and traffic lights with LED fixtures. Evaluate which street lights can be safely switched over to LED. Evaluate long‐term cost savings of installing fixtures to reduce light pollution (from Randy Virgin).,,,energy,
Fairbanks,Conduct a GVEA electrical use assessment of every FNSB building and rectify all shortcomings. (GVEA estimates 10‐15% average savings in electrical costs.),,,energy ,
Fairbanks,Continue to employ energy conservation and efficiency techniques,,,energy conservation,
Fairbanks,"Reduce energy use. Mitigation goals may be achieved through reductions in energy consumption. Consistent with the Cost of Energy Task Force reports, we recommend that reducing energy use is a win‐win action that can simultaneously reduce cost of energy and greenhouse gas emissions.",,,energy conservation,
Fairbanks,"Seek partnerships for creative ways to reduce commercial electrical consumption. An example of a challenge might be electronics displays in stores like Sears, Fred Meyer.",,,"energy, capacity building",
Fairbanks,"Create incentives for commercial sales of energy efficient appliances, such as refrigerators, freezers, wood stoves, and furnaces.",,,financing;energy,
Fairbanks,Idling at intersections could be reduced by requesting DOT install right turn pockets and roundabouts wherever possible.,,,physical infrastructure,
Fairbanks,Installation of drainage systems and/or retaining walls to reduce landslide threat in highly vulnerable areas,Landslide,,physical infrastructure,
Fairbanks,"Retrofit structures, including lift‐foundations (See Built Environment Section)",,,physical infrastructure,
Fairbanks,"Modify the FNSB Comprehensive Plan, Platting and Zoning codes to strive for sustainable infrastructure.",,,planning,
Fairbanks,Recognize the need for and incorporate adaptive management principles into Borough land use planning,,,planning,
Fairbanks,Update Borough flood plans to accommodate more frequent floods and higher water levels.,,,planning,
Fairbanks,"We recommend that the FNSB incorporate climate change mitigation and adaptation as part of all of its planning, operations, and decision‐making.",,,planning,
