City,Strategy,Weather event,Community system,Category,Specific Impact/Sector
Fairbanks,Encourage distributed/on‐site solar and wind production for electricity and heating.,,,Other GHG,
Fairbanks,"Encourage utilities to generate electricity from carbon‐free sources, such as solar, wind and environmentally acceptable hydro.",,,Other GHG,
Fairbanks,Equip public employee parking spaces with timed/interval electrical plug‐ins,,,Other GHG,
Fairbanks,Install interval timers on all public parking vehicle plug‐in circuits,,,Other GHG,
Fairbanks,Implement energy efficiency and renewable energy development based on cost saving models identified in year one.,,,Other GHG,
Fairbanks,Expand broadband capacity and work with agencies and businesses to encourage telecommuting. Suggestion to encourage downtown development might be a wireless mesh internet network as a combination of free and subscribed access.,,,Other GHG,
Flagstaff,Coordinate with NOAA to adjust design storm features in the City’s Stormwater manual,,,Other GHG,
Flagstaff,"Build, sustain and leverage partnerships with local and regional stakeholders to ensure collective investment, efficient action and shared responsibility in the building of local resiliency",,,Other GHG,
Flagstaff,"Continue existing partnerships with local and regional stakeholders to ensure collective investment, efficient action and shared responsibility in the building of local resiliency, including: Four Forest Restoration Initiative, Northern Arizona University, Coconino County, Western Adaptation Alliance, Arizona Department Water Resources, Arizona Department of Emergency Management, U.S. Forest Service, Greater Flagstaff Forest Partnership, Governor’s Forest Health Council, Arizona State Forestry Division, Coconino Plateau Water Advisory Committee.",,,Other GHG,
Flagstaff,"Continue to coordinate with social service and public health agencies that assist with vulnerable residents, including transient populations.",,,Other GHG,
Flagstaff,Continue to support the coordination and integration of City and County systems to provide emergency management services and planning committees.,,,Other GHG,
Flagstaff,Coordinate with County Emergency Manager to host “train the trainer” opportunities.,,,physical infrastructure,
Flagstaff,Coordinate with Fire Department to support cross training for City employees and practice within an all risk environment.,,,physical infrastructure,
Flagstaff,"Core Team to meet with representatives of upcoming projects and programming to discuss considerations of operational impacts to increase temperature, decrease precipitation, increase storm magnitude.",,,physical infrastructure,
Flagstaff,Ensure climate variability and resiliency efforts are integrated into the role of the Emergency Operations Center Cabinet.,,,planning,
Flagstaff,Pursue new partnerships,,,planning,
Flagstaff,Support a cross training and educational for City staff through the County Emergency Management and Arizona Department of Emergency Management.,,,planning,
Flagstaff,Coordinate climate preparedness goals into existing public information programming.,,,planning,
Flagstaff,"Coordinate educational trainings with the Citizens Emergency Response Team, Police Department’s Community Support trainings and Citizens Police Academy",,,planning,
Flagstaff,"Prioritize proactive education within City operations as a means to build individual, organizational and community resiliency to weather impacts and climate related disasters.",,,planning,
Flagstaff,Receive input from staff on best management practices that promote sustainability.,,,planning,
Flagstaff,Identify partnership opportunities to reach students and the community on the importance of being prepared.,,,planning;research & monitoring,
Flagstaff,Incorporate efficient and renewable energy processes and technologies into existing and future City operations.,,,planning;other ghg,
